 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity,target
10,445,0.563981041,0.999999996,0.700757573,27,2,1,0,4.202247191,10,4,1000,309.625,0,843300,202820,0,4869.351852,2802.122421,1000,1400,1200,0.020801466,0.230160228,0.020032197,0.530476252,0.198529857,0.424916105,0.124748733,0.051685393,0.024719101,0.676470588,0.323529412,0.359010917,0.1,1,-0.261868687,-0.8,-0.125,0.333333333,-0.166666667,0.166666667,0.166666667,H
11,351,0.606249998,0.999999996,0.650793648,34,3,27,0,5.162393162,7,4,1500,290.1428571,15700,843300,283428.5714,3257.323779,13533.33333,5613.66272,6500,35400,19166.66667,0.028571722,0.177948641,0.028571626,0.736334908,0.028573103,0.529365079,0.34,0.031339031,0.005698006,0.846153846,0.153846154,0.5,0.1,0.9,-0.45,-0.5,-0.4,0,0,0.5,0,H
7,224,0.647058821,0.999999992,0.807692301,5,4,0,2,4.169642857,4,4,837,338.75,8700,843300,233275,2613.190751,3805.148256,3199.532363,2800,12000,7400,0.473137432,0.050081953,0.37609223,0.05068739,0.050000996,0.661805556,0.067708333,0.035714286,0.03125,0.533333333,0.466666667,0.4875,0.1,1,-0.388095238,-0.8,-0.05,1,-0.5,0.5,0.5,H
8,650,0.453978158,0.999999998,0.582089551,15,0,1,0,4.892307692,9,4,2400,599.625,0,843300,121953.6667,0,5706.857143,2657.524954,0,0,0,0.44200565,0.022227316,0.482445575,0.022260547,0.031060912,0.350811248,0.076192236,0.027692308,0.013846154,0.666666667,0.333333333,0.265061328,0.033333333,0.6,-0.216358025,-0.5,-0.125,0,0,0.5,0,H
11,1659,0.342751843,0.999999999,0.522355507,14,6,1,0,4.42676311,9,4,668,272.7777778,3200,843300,151400,1576.230769,3477.8125,2693.576609,627,1600,1231.75,0.022222644,0.14284994,0.022222654,0.022222393,0.79048237,0.523210363,0.22441212,0.047016275,0.012055455,0.795918367,0.204081633,0.436171329,0.1,1,-0.209751984,-0.7,-0.071428571,0.571428571,0.357142857,0.071428571,0.357142857,H
10,629,0.53322259,0.999999997,0.668341707,42,2,23,1,4.577106518,5,4,60,22.66666667,0,843300,505980,0,5149.156394,2643.005174,34700,53200,43950,0.43645277,0.04005778,0.040006783,0.443477619,0.040005048,0.547887356,0.264671266,0.049284579,0.014308426,0.775,0.225,0.46054322,0.1,1,-0.27473545,-0.5,-0.125,0.35,0.0375,0.15,0.0375,H
8,247,0.462809915,0.999999994,0.541899438,42,2,37,0,5.971659919,7,4,440,125.8333333,0,843300,373485.7143,0,8134.395161,3885.220998,3000,3000,3000,0.028664414,0.02858228,0.17705159,0.7371251,0.028576616,0.528333333,0.043333333,0.012145749,0.012145749,0.5,0.5,0.416666667,0.25,0.5,-0.272222222,-0.4,-0.166666667,1,0.25,0.5,0.25,H
10,148,0.769784167,0.999999991,0.780701748,10,2,8,1,5.364864865,9,4,2300,403.8888889,989,843300,397132.1111,863.75,18850,5803.306111,7800,7800,7800,0.022324734,0.245253824,0.022222617,0.687976168,0.022222657,0.365909091,0.309460227,0.027027027,0.006756757,0.8,0.2,0.359090909,0.136363636,0.8,-0.175,-0.175,-0.175,0,0,0.5,0,H
14,123,0.745901633,0.999999986,0.915492945,6,3,0,0,4.479674797,9,4,618,218.875,0,843300,220944.4444,0,4694.25,2384.647418,1800,1800,1800,0.235567817,0.093817918,0.022282271,0.022247376,0.626084618,0.347619048,0.235,0.048780488,0,1,0,0.419444444,0.166666667,0.8,0,0,0,0.375,-0.125,0.125,0.125,L
9,175,0.679999996,0.999999991,0.760683754,8,3,3,0,4.657142857,9,4,597,115.7142857,0,843300,223033.3333,0,5146.781493,3179.790418,4700,4700,4700,0.022224423,0.022362152,0.022223436,0.910964169,0.02222582,0.506969697,0.27520202,0.068571429,0.011428571,0.857142857,0.142857143,0.400252525,0.136363636,0.7,-0.1875,-0.1875,-0.1875,0,0,0.5,0,H
10,312,0.612377848,0.999999995,0.732673264,6,2,1,0,4.618589744,5,4,224,120.2,32700,843300,589440,2688.304225,4179.714286,3348.616211,257,49900,25078.5,0.839857788,0.040027528,0.040055556,0.040058715,0.040000413,0.391717172,0.000176768,0.025641026,0.012820513,0.666666667,0.333333333,0.244507576,0.033333333,0.5,-0.446875,-0.7,-0.1875,0,0,0.5,0,H
8,159,0.668831164,0.999999989,0.829545445,3,2,0,0,4.176100629,6,4,668,182,16300,843300,222483.3333,2073.630542,3822.454545,2935.548617,2000,2000,2000,0.033333895,0.033370402,0.033334046,0.03333344,0.866628217,0.496130952,0.120684524,0.050314465,0.012578616,0.8,0.2,0.320535714,0.1,1,-0.316666667,-0.5,-0.133333333,0.548701299,0.175324675,0.048701299,0.175324675,H
10,2068,0.427067669,0.999999999,0.579142011,3,3,31,0,4.856382979,6,4,331,94.33333333,20300,843300,346733.3333,2091.872,5148.778082,3406.628164,2900,2900,2900,0.033334637,0.03410509,0.033389802,0.865837083,0.033333388,0.366661551,0.102265658,0.029497099,0.010638298,0.734939759,0.265060241,0.299726599,0.05,1,-0.230898268,-0.8,-0.05,0,0,0.5,0,H
11,403,0.585301836,0.999999996,0.687258685,9,2,1,0,4.82382134,6,4,845,237,1800,843300,209516.6667,891.625,4319,2975.005172,1400,1400,1400,0.033334307,0.034325404,0.033333865,0.865672544,0.033333881,0.339078283,0.110289294,0.017369727,0.012406948,0.583333333,0.416666667,0.412337662,0.136363636,0.6,-0.183333333,-0.25,-0.125,0.163636364,0.059090909,0.336363636,0.059090909,L
11,735,0.476648351,0.999999998,0.669082124,4,0,1,0,4.702040816,9,4,515,286.625,0,843300,205244.4444,0,3991.275624,2813.790464,0,0,0,0.628088397,0.022242739,0.02223009,0.022253128,0.305185646,0.445481328,0.104353054,0.03537415,0.020408163,0.634146341,0.365853659,0.413553114,0.1,1,-0.274338624,-0.666666667,-0.071428571,0.2375,0.0375,0.2625,0.0375,H
9,117,0.706896546,0.999999985,0.846153833,2,2,0,1,4.264957265,9,4,596,180.1111111,4300,843300,165077.7778,1400.8,4965.730022,3330.542094,2600,5500,4050,0.022554354,0.022239938,0.022230957,0.022597225,0.910377527,0.484722222,0.284722222,0.025641026,0.008547009,0.75,0.25,0.577777778,0.433333333,0.8,-0.025,-0.025,-0.025,0.7,0.45,0.2,0.45,H
13,352,0.568181817,0.999999996,0.678861786,15,7,6,3,4.619318182,7,4,468,210,2100,843300,276428.5714,1107,7472.725,3939.075405,622,7000,2403.6,0.028888757,0.028631949,0.028571523,0.885323352,0.028584419,0.473514364,0.256368884,0.059659091,0.017045455,0.777777778,0.222222222,0.458420944,0.1,1,-0.161111111,-0.4,-0.05,0.6,0.7,0.1,0.7,L
8,1224,0.420746888,0.999999999,0.64520958,20,8,11,0,4.320261438,7,4,279,93,0,843300,211971.4286,0,3256.405327,2376.995224,2000,13900,6466.666667,0.028671364,0.028573348,0.028617799,0.028571808,0.885565681,0.546495424,0.191499271,0.048202614,0.022875817,0.67816092,0.32183908,0.466435542,0.033333333,1,-0.245196123,-0.9,-0.1,0.9,0.5,0.4,0.5,H
14,766,0.504648074,0.999999998,0.658333332,8,0,1,0,4.729765013,10,4,1200,297.9,1300,843300,168990,1250,3654.90274,2769.047576,0,0,0,0.020045502,0.020001179,0.020022088,0.020000244,0.919930988,0.46936553,0.213691604,0.033942559,0.007832898,0.8125,0.1875,0.465821678,0.1,1,-0.320138889,-0.666666667,-0.166666667,0.05,-0.1,0.45,0.1,L
11,187,0.532258062,0.999999992,0.609374995,25,2,22,0,5.748663102,9,4,440,138,0,843300,253022.2222,0,8130.386667,3844.729333,3600,3600,3600,0.022378101,0.022236102,0.022287938,0.479230895,0.453866965,0.577272727,0.168181818,0.037433155,0.010695187,0.777777778,0.222222222,0.435714286,0.1,0.9,-0.6,-1,-0.2,0,0,0.5,0,H
7,482,0.490566037,0.999999996,0.712598422,7,5,1,0,4.495850622,7,4,129,49.83333333,0,843300,221814.2857,0,3257.027003,1609.238689,596,642,619,0.028578699,0.028589999,0.537261539,0.376993361,0.028576402,0.438055556,0.066590909,0.022821577,0.01659751,0.578947368,0.421052632,0.329338843,0.1,0.5,-0.203125,-0.4,-0.05,0,0,0.5,0,L
12,416,0.603535352,0.999999997,0.663580245,22,7,1,16,5.004807692,7,4,768,259.4,0,843300,169071.4286,0,3339.790199,2112.665837,658,13700,4477.25,0.170984346,0.029079686,0.028572248,0.742791893,0.028571826,0.449247578,0.148914528,0.038461538,0.009615385,0.8,0.2,0.324715909,0.033333333,1,-0.228621032,-0.5,-0.071428571,0,0,0.5,0,H
10,441,0.651270206,0.999999996,0.824175821,9,0,1,0,4.755102041,8,4,650,281.625,95,843300,143515,95,3257.027003,1747.631449,0,0,0,0.025002927,0.02601147,0.025161319,0.610134657,0.313689627,0.448025112,0.142544874,0.047619048,0.020408163,0.7,0.3,0.396119357,0.1,0.8,-0.271296296,-0.7,-0.1,0.6,0.7,0.1,0.7,L
7,724,0.533430232,0.999999998,0.731132074,15,3,12,1,4.582872928,9,4,279,120.625,0,843300,308911.1111,0,7218.995423,3031.323884,3500,39400,17700,0.149221464,0.022256293,0.022258747,0.133022104,0.673241392,0.564511494,0.231537356,0.048342541,0.020718232,0.7,0.3,0.466836735,0.1,1,-0.193055556,-0.5,-0.05,1,0.5,0.5,0.5,H
11,216,0.590476188,0.999999991,0.745614029,3,3,0,2,4.259259259,5,4,342,182,8400,843300,460700,1565.571429,7247.685714,3801.217601,805,1400,1102.5,0.6400199,0.040002124,0.040000054,0.040000158,0.239977765,0.467845118,0.127020202,0.046296296,0.013888889,0.769230769,0.230769231,0.311969697,0.1,0.5,-0.144444444,-0.166666667,-0.1,0,0,0.5,0,H
8,745,0.445047489,0.999999998,0.607142856,15,3,6,0,5.045637584,10,4,5800,776.4,5800,843300,149870,1750.869565,9889.833333,3683.667805,5000,6100,5550,0.020111778,0.020165112,0.0200449,0.020018801,0.919659408,0.43262987,0.131087662,0.024161074,0.010738255,0.692307692,0.307692308,0.41468254,0.1,0.8,-0.199553571,-0.4,-0.05,0,0,0.5,0,L
10,182,0.627906973,0.999999991,0.763636357,4,2,0,1,4.714285714,7,4,845,190.8571429,1100,843300,207014.2857,972.5,3257.027003,2658.324035,0,0,0,0.028661514,0.028573326,0.028614269,0.028571669,0.885579221,0.420811688,0.087564935,0.021978022,0.005494505,0.8,0.2,0.306412338,0.136363636,0.5,-0.05,-0.05,-0.05,0,0,0.5,0,L
12,351,0.640117992,0.999999995,0.785046725,15,1,10,0,4.746438746,7,4,440,172.5,0,843300,300528.5714,0,8091.94709,4436.975225,17300,17300,17300,0.028572044,0.028862224,0.028571469,0.885422498,0.028571765,0.537089381,0.1475904,0.034188034,0.011396011,0.75,0.25,0.360822511,0.136363636,0.6,-0.280208333,-0.4,-0.1875,0.727272727,0.268181818,0.227272727,0.268181818,L
8,531,0.508806261,0.999999997,0.635820894,4,4,11,0,4.412429379,8,4,1000,378,0,843300,131287.5,0,4517.130435,2614.665952,1400,1400,1400,0.025266109,0.266930474,0.025001468,0.025001296,0.657800653,0.443398268,0.184775274,0.048964218,0.007532957,0.866666667,0.133333333,0.297194472,0.033333333,1,-0.164583333,-0.2,-0.125,0.642857143,0.214285714,0.142857143,0.214285714,H
14,663,0.447949526,0.999999997,0.611548555,9,9,7,0,4.230769231,10,4,1000,444.1,642,843300,134035.7,642,3257.027003,1977.398985,815,3500,1828.75,0.220281035,0.020108824,0.020001055,0.020000923,0.719608163,0.512864358,0.215424784,0.036199095,0.013574661,0.727272727,0.272727273,0.415503247,0.1,1,-0.178902116,-0.3,-0.1,0,0,0.5,0,L
12,652,0.418566775,0.999999997,0.584045582,10,10,10,0,3.981595092,9,4,1000,467.75,0,843300,143415.7778,0,3257.027003,1794.293228,521,2700,1477.625,0.169400395,0.022350553,0.022224106,0.022224037,0.763800909,0.417530664,0.052856241,0.02607362,0.027607362,0.485714286,0.514285714,0.340252101,0.1,0.5,-0.175848765,-0.333333333,-0.1,0,0,0.5,0,L
10,111,0.698113201,0.999999983,0.830508461,3,1,0,2,4.09009009,7,4,60,32.83333333,0,843300,383342.8571,0,5149.286105,2842.747518,2300,2300,2300,0.028572051,0.028591902,0.457200126,0.457063085,0.028572836,0.392283951,0.097222222,0.027027027,0.018018018,0.6,0.4,0.4,0.2,0.5,-0.0875,-0.125,-0.05,0,0,0.5,0,L
11,298,0.651724136,0.999999994,0.836158187,6,3,1,0,4.573825503,6,4,521,181.5,2300,843300,204216.6667,1205.25,3257.027003,2370.489024,568,568,568,0.180887201,0.346411247,0.253214356,0.034008139,0.185479057,0.624091682,0.154788961,0.067114094,0.023489933,0.740740741,0.259259259,0.371704545,0.1,0.8,-0.471428571,-0.8,-0.133333333,0.8,0.4,0.3,0.4,L
12,398,0.497237568,0.999999996,0.609442057,4,3,1,0,4.1959799,10,4,1000,308.5714286,0,843300,111580,0,3257.027003,1736.829508,1400,1400,1400,0.020215261,0.020420438,0.020004483,0.411670069,0.527689749,0.348125129,0.138002731,0.042713568,0.010050251,0.80952381,0.19047619,0.317219251,0.1,0.5,-0.262996032,-0.7,-0.071428571,0.560606061,-0.281818182,0.060606061,0.281818182,L
11,995,0.39716312,0.999999998,0.582867783,8,3,0,4,4.364824121,10,4,1400,314.1,11200,843300,210820,2687.61744,4933.333333,3678.32709,20200,20200,20200,0.670818694,0.020127571,0.020113665,0.266974275,0.021965795,0.505393108,0.162197308,0.053266332,0.015075377,0.779411765,0.220588235,0.384436004,0.033333333,1,-0.240277778,-0.5,-0.05,0.571428571,0.357142857,0.071428571,0.357142857,H
10,2747,0.349008082,0.999999999,0.523663183,13,3,1,1,4.954495814,10,4,609,161.1,6800,843300,172810,2493.825,4010.467632,3354.448762,6900,12500,8900,0.020135429,0.020015857,0.193806566,0.020031583,0.746010566,0.44435383,0.053874423,0.034219148,0.02402621,0.5875,0.4125,0.358289468,0.0625,1,-0.256262256,-0.666666667,-0.05,0,0,0.5,0,H
10,657,0.581039754,0.999999997,0.790404038,17,0,1,1,4.9695586,10,4,558,196.2222222,0,843300,168800,0,3818.523855,2141.75888,0,0,0,0.020572954,0.020004485,0.812726141,0.020371842,0.126324578,0.413320265,0.005915217,0.03196347,0.02739726,0.538461538,0.461538462,0.338341579,0.033333333,1,-0.356018519,-1,-0.05,1,0.25,0.5,0.25,L
11,989,0.432349949,0.999999998,0.649812733,14,6,1,0,4.352881699,10,4,1400,407.4,6000,843300,192850,2240.601732,4050,3332.332765,2700,5300,4000,0.919810421,0.020036286,0.020004599,0.020089581,0.020059114,0.511503033,0.189211813,0.069767442,0.016177958,0.811764706,0.188235294,0.372054395,0.033333333,1,-0.327951389,-1,-0.05,0.7,-0.625,0.2,0.625,H
10,172,0.65189873,0.999999991,0.669565212,5,2,13,0,4.965116279,8,4,1900,433.75,34900,843300,258012.5,2717.868996,16954.2,6267.922796,23000,23000,23000,0.025360631,0.50783397,0.02500011,0.416764943,0.025040345,0.614444444,0.071111111,0.046511628,0.029069767,0.615384615,0.384615385,0.333333333,0.1,0.5,-0.32,-0.5,-0.05,0.5,0.25,0,0.25,H
9,654,0.376146788,0.999999997,0.525714284,5,2,1,0,4.54587156,8,4,2000,511.1428571,0,843300,294137.5,0,4249.97193,2936.766394,13100,13100,13100,0.533833771,0.391061493,0.025051719,0.025051043,0.025001974,0.416403483,0.140837761,0.0382263,0.006116208,0.862068966,0.137931034,0.277056277,0.033333333,0.7,-0.13125,-0.2,-0.1,0,0,0.5,0,H
13,1934,0.269544924,0.999999999,0.346313173,56,3,55,1,4.607549121,10,4,944,430.7,909,843300,206626.2,909,6473.390496,2915.272115,909,10000,4069.666667,0.020000445,0.616110692,0.219437593,0.124451122,0.020000149,0.259690411,0.06284796,0.015511892,0.00672182,0.697674419,0.302325581,0.327294372,0.1,0.8,-0.285042735,-0.6,-0.125,0,0,0.5,0,L
8,177,0.683908042,0.99999999,0.859999991,3,2,0,2,4.548022599,7,4,1200,376,0,843300,407940.1429,0,4630.077562,2879.727887,9100,9100,9100,0.88435752,0.028572462,0.028573111,0.02992511,0.028571796,0.507777778,0.136666667,0.04519774,0.033898305,0.571428571,0.428571429,0.451041667,0.166666667,1,-0.259722222,-0.4,-0.05,0.5,0.6,0,0.6,H
11,551,0.48362235,0.999999997,0.646687695,5,5,12,0,4.136116152,10,4,515,163.25,0,843300,131180,0,3696,2324.661795,697,3500,2098.5,0.020005924,0.020002277,0.020003572,0.020001186,0.919987042,0.391743534,0.107794428,0.050816697,0.019963702,0.717948718,0.282051282,0.35187616,0.1,1,-0.267171717,-0.5,-0.1,0,0,0.5,0,L
11,610,0.446700507,0.999999997,0.626506022,4,4,12,0,3.980327869,7,4,1100,365.8571429,1400,843300,182400,1085.444444,3255.382426,2147.413591,1100,1800,1333.333333,0.028577811,0.028573114,0.028572256,0.028571967,0.885704853,0.563923676,0.163122294,0.059016393,0.013114754,0.818181818,0.181818182,0.336742424,0.1,0.8,-0.285416667,-0.7,-0.1,0,0,0.5,0,L
13,126,0.715447149,0.999999987,0.83116882,6,3,0,1,4.53968254,9,4,981,243.2222222,981,843300,389864.5556,981,4798.516199,3465.329791,981,6000,3490.5,0.022627022,0.022332851,0.022236975,0.528392912,0.404410239,0.692424242,0.328787879,0.063492063,0.007936508,0.888888889,0.111111111,0.502083333,0.3,0.85,-0.4,-0.4,-0.4,0.3,-0.5,0.2,0.5,H
7,604,0.460898502,0.999999997,0.651026391,4,4,9,0,4.380794702,6,4,51,37.25,0,843300,189500,0,3255.382426,1961.054158,756,2700,1728,0.033335827,0.866546415,0.033335027,0.033403371,0.03337936,0.426036866,0.097330156,0.051324503,0.024834437,0.673913043,0.326086957,0.349095797,0.1,0.9,-0.274722222,-1,-0.025,0,0,0.5,0,L
12,0,0,0,0,0,0,12,0,0,10,4,1500,361.1,3200,843300,196380,2350,8640.857143,4191.024678,0,0,0,0.020000301,0.699808802,0.020000179,0.240190573,0.020000145,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0,0.333333333,L
10,606,0.568965516,0.999999997,0.734042551,10,2,0,21,4.599009901,7,4,808,254.1428571,14200,843300,503014.2857,3255.382426,8219.769231,5076.567823,3500,26000,14750,0.028571577,0.178337409,0.028571497,0.735947985,0.028571532,0.583333333,0.051518787,0.02640264,0.01980198,0.571428571,0.428571429,0.415104167,0.166666667,0.8,-0.396527778,-0.6,-0.1,0,0,0.5,0,H
11,532,0.595785439,0.999999997,0.738764043,3,2,21,1,4.971804511,5,4,109,51.75,0,843300,237720,0,3575.5,2438.224989,2400,2400,2400,0.040000468,0.83982131,0.040000568,0.040108997,0.040068657,0.4653186,0.077928723,0.054511278,0.026315789,0.674418605,0.325581395,0.30934841,0.0625,0.6,-0.352083333,-0.5,-0.125,0.4,-0.4,0.1,0.4,L
13,251,0.614718612,0.999999993,0.778571423,6,6,1,0,4.055776892,9,4,662,325.75,0,843300,147488.8889,0,3255.382426,2129.520307,2000,7600,4533.333333,0.022223549,0.131395979,0.022223251,0.022223021,0.801934201,0.457638889,0.253472222,0.03187251,0.011952191,0.727272727,0.272727273,0.420833333,0.166666667,0.9,-0.208333333,-0.25,-0.125,0.428571429,0.214285714,0.071428571,0.214285714,L
13,150,0.673611106,0.999999987,0.772151889,2,1,0,9,4.16,6,4,1500,417.6,0,843300,170333.3333,0,11520,4024.593927,7100,7100,7100,0.234903212,0.209107798,0.48788343,0.033810257,0.034295304,0.498412698,0.261111111,0.06,0.006666667,0.9,0.1,0.394444444,0.05,0.6,-0.155555556,-0.155555556,-0.155555556,0,0,0.5,0,H
13,93,0.771739122,0.99999998,0.939999981,7,3,0,0,4.698924731,9,4,349,157.375,0,843300,158000,0,4025.542445,2125.425782,0,0,0,0.022437708,0.022241692,0.136889547,0.022248856,0.796182197,0.44,0.258333333,0.075268817,0.010752688,0.875,0.125,0.416666667,0.166666667,0.8,-0.166666667,-0.166666667,-0.166666667,0.375,-0.125,0.125,0.125,L
9,339,0.599999998,0.999999995,0.76958525,4,2,0,0,4.666666667,10,4,116,73.4,0,843300,133330,0,4985.668776,1812.100516,3000,3000,3000,0.020616447,0.428786156,0.116409297,0.02008568,0.414102421,0.351482213,0.139393939,0.032448378,0.008849558,0.785714286,0.214285714,0.400550964,0.136363636,1,-0.333333333,-0.4,-0.3,0,0,0.5,0,H
9,760,0.495238095,0.999999998,0.663847779,8,7,0,16,4.572368421,6,4,993,384.5,11600,843300,429666.6667,3254.546373,5145.067299,4208.175201,454,13900,5697.6,0.199746196,0.033351151,0.033333695,0.700235342,0.033333616,0.422437974,0.140335207,0.040789474,0.014473684,0.738095238,0.261904762,0.365495043,0.1,0.8,-0.199657287,-0.4,-0.071428571,0,0,0.5,0,H
9,387,0.527999999,0.999999995,0.709090906,10,6,6,0,4.408268734,9,4,851,238.5555556,5900,843300,169266.6667,1992.929204,3253.347547,2609.867478,1300,5200,2340,0.022238197,0.022222679,0.022224771,0.022222316,0.911092037,0.433235582,0.160329097,0.041343669,0.012919897,0.761904762,0.238095238,0.381818182,0.033333333,0.8,-0.227777778,-0.388888889,-0.05,0,0,0.5,0,H
7,547,0.470479704,0.999999997,0.641693809,6,3,2,0,4.283363803,9,4,765,292.7777778,24000,843300,170700,2438.996855,5574.72973,3776.768569,2200,3200,2700,0.022710023,0.022237545,0.022239884,0.022315823,0.910496725,0.480678571,0.102888889,0.036563071,0.021937843,0.625,0.375,0.32125,0.1,1,-0.218287037,-0.5,-0.025,0,0,0.5,0,H
11,364,0.541547276,0.999999996,0.651785711,21,2,19,0,4.967032967,8,4,1100,264.875,2000,843300,280825,1521,7987.603627,3781.651829,2000,2000,2000,0.025013401,0.025460084,0.02500024,0.89952601,0.025000265,0.541077629,0.318799603,0.054945055,0.019230769,0.740740741,0.259259259,0.635357143,0.2,1,-0.507936508,-1,-0.155555556,0,0,0.5,0,H
9,565,0.53971119,0.999999997,0.686274508,25,2,18,0,4.644247788,4,4,440,144.25,73100,843300,475700,3255.043667,7954.935567,5845.376128,2700,2700,2700,0.051223625,0.050225898,0.05000004,0.798548252,0.050002185,0.49124018,-0.056606341,0.040707965,0.042477876,0.489361702,0.510638298,0.292424242,0.1,0.8,-0.383854167,-1,-0.15,1,0.5,0.5,0.5,H
9,928,0.522601984,0.999999998,0.710801392,34,33,1,0,4.728448276,10,4,506,169.4,13300,843300,345200,1765.658397,4414.669086,3095.245903,563,41000,5855.071429,0.807348313,0.020232332,0.020007454,0.0204024,0.132009502,0.569588745,0.215652557,0.061422414,0.016163793,0.791666667,0.208333333,0.426961343,0.1,1,-0.436111111,-1,-0.125,0,0,0.5,0,H
10,643,0.453047775,0.999999997,0.594164455,8,5,1,9,4.699844479,2,4,525,264.5,5500,843300,424400,1630.111111,3255.043667,2442.577389,899,2400,1549.75,0.100000735,0.100000195,0.100480943,0.599518046,0.100000081,0.331998557,0.202930566,0.054432348,0.01088647,0.833333333,0.166666667,0.315494743,0.1,0.5,-0.266836735,-0.6,-0.1,0.5,0.5,0,0.5,L
12,0,0,0,0,0,0,0,0,0,8,4,739,222.875,26800,843300,363562.5,2595.252117,7954.935567,4781.680465,0,0,0,0.230795015,0.025660793,0.222859032,0.494182658,0.026502502,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.333333333,0.5,0.333333333,H
10,833,0.497566909,0.999999998,0.654580151,3,2,22,0,4.671068427,5,4,458,138.8,1500,843300,245340,827,4056.784874,2696.286458,861,861,861,0.042497572,0.835062215,0.040142075,0.040558531,0.041739608,0.444888255,-0.035884234,0.042016807,0.039615846,0.514705882,0.485294118,0.269460111,0.0625,0.5,-0.387079125,-1,-0.125,0.3,-0.3,0.2,0.3,L
6,547,0.423791821,0.999999997,0.474747474,11,10,20,1,4.756855576,9,4,369,176.5,0,843300,152155.5556,0,3257.769188,2206.346029,3800,3800,3800,0.022676194,0.022229021,0.162486674,0.022226098,0.770382012,0.523903124,0.183906634,0.043875686,0.009140768,0.827586207,0.172413793,0.356439394,0.136363636,0.7,-0.21,-0.3,-0.1,0.5,0.136363636,0,0.136363636,H
8,440,0.564814814,0.999999997,0.656050953,33,4,14,0,4.781818182,9,4,694,186.5555556,19300,843300,330844.4444,1940.128788,8398.8,5262.388467,694,8300,4497,0.284267686,0.022261138,0.022296342,0.648540453,0.022634381,0.584167765,0.301482213,0.045454545,0,1,0,0.430454545,0.1,1,0,0,0,0.5,0.5,0,0.5,L
10,679,0.542042041,0.999999998,0.678414095,4,3,21,1,4.910162003,5,4,458,139,0,843300,224520,0,3257.769188,1884.929483,872,872,872,0.040001224,0.839817997,0.04000102,0.040105157,0.040074602,0.474901268,-0.000526885,0.036818851,0.033873343,0.520833333,0.479166667,0.257632035,0.0625,0.5,-0.298731884,-0.5,-0.05,0.2,-0.2,0.3,0.2,L
11,1241,0.388254486,0.999999999,0.574100719,32,1,1,0,4.54069299,9,4,1200,411.5,0,843300,197566.6667,0,5425,2673.708789,4900,4900,4900,0.911004894,0.0222343,0.022243085,0.02223981,0.022277912,0.562529039,0.172698532,0.064464142,0.023368251,0.733944954,0.266055046,0.441546807,0.033333333,1,-0.388409962,-1,-0.05,0.6,0.2,0.1,0.2,H
9,792,0.493670885,0.999999998,0.682203388,18,0,1,0,4.811868687,8,4,1200,317.4285714,0,843300,267262.5,0,3257.769188,1866.937749,0,0,0,0.025462556,0.025123438,0.775671052,0.148740951,0.025002004,0.378938453,0.088106766,0.029040404,0.01010101,0.741935484,0.258064516,0.320645116,0.0625,0.6,-0.225520833,-0.3,-0.125,0,0,0.5,0,L
12,447,0.597647057,0.999999997,0.683006534,20,7,18,1,4.995525727,7,4,651,184.1428571,3400,843300,293185.7143,1510.25,4918,3233.890994,633,6500,1931.333333,0.028600183,0.281773465,0.028572414,0.632473754,0.028580183,0.49236464,0.081639669,0.029082774,0.015659955,0.65,0.35,0.399642025,0.033333333,1,-0.425510204,-0.8,-0.178571429,0,0,0.5,0,H
7,526,0.47047619,0.999999997,0.619672129,3,2,1,1,4.636882129,9,4,668,219.3333333,0,843300,116955.5556,0,4319.166667,2405.762997,1000,1000,1000,0.022337159,0.022241499,0.022225119,0.022225205,0.910971018,0.449394587,0.11022607,0.045627376,0.015209125,0.75,0.25,0.273340548,0.033333333,0.5,-0.251041667,-0.6,-0.125,0.654761905,-0.05952381,0.154761905,0.05952381,H
11,419,0.566585955,0.999999996,0.775423726,2,2,1,0,4.307875895,5,4,817,301,0,843300,189880,0,3257.769188,1503.787901,1400,1400,1400,0.24443774,0.040029903,0.040017039,0.043693472,0.631821846,0.47518019,0.212373922,0.057279236,0.023866348,0.705882353,0.294117647,0.430061328,0.1,1,-0.148888889,-0.25,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,L
9,537,0.568702289,0.999999997,0.734939757,7,3,0,11,4.620111732,6,4,918,238.2,0,843300,432500,0,5149.027765,3421.418598,2300,3600,2950,0.033336333,0.202588539,0.033384868,0.697350665,0.033339594,0.569179428,0.082346223,0.055865922,0.048417132,0.535714286,0.464285714,0.446878788,0.05,1,-0.318429487,-1,-0.05,0.85,0.05,0.35,0.05,H
